Timestamp,Temperature (°C),Humidity (%),Sound (dB),Light (LDR),AQI,Heart Rate (bpm),SpO2 (%),Latitude,Longitude
2025-05-20 13:42:00,28.9,41.4,82.0,352,142,66,99,12.97077229440208,79.15804871986924
2025-05-20 13:43:00,30.3,58.5,72.8,863,283,98,95,12.970998835409794,79.15907984314158
2025-05-20 13:44:00,28.4,64.1,52.8,683,133,67,99,12.971464933139178,79.15798726964965
2025-05-20 13:45:00,26.0,68.8,73.1,508,219,100,93,12.971798939928606,79.15826252968331
2025-05-20 13:46:00,33.0,72.2,81.5,235,81,69,97,12.971893782900636,79.15808730974531
2025-05-20 13:47:00,30.2,61.1,82.1,281,148,74,96,12.971606883940018,79.15832528260808
2025-05-20 13:48:00,28.8,57.7,65.9,274,145,66,96,12.971927851516893,79.15750582797841
2025-05-20 13:49:00,30.1,62.7,65.2,225,127,83,99,12.971949925457064,79.15751490021869
2025-05-20 13:50:00,31.3,63.1,84.1,664,124,71,99,12.972222732588731,79.15750060661709
2025-05-20 13:51:00,33.4,62.0,92.1,278,105,67,96,12.970870277775804,79.15810447835534
2025-05-20 13:52:00,29.6,48.1,67.8,154,98,81,96,12.971151512545573,79.15802725839166
2025-05-20 13:53:00,33.3,55.2,73.1,670,115,65,96,12.971298845477975,79.15747008156785
2025-05-20 13:54:00,28.6,51.8,76.4,269,96,69,96,12.971019680006355,79.15813665695914
2025-05-20 13:55:00,30.5,69.0,71.5,779,78,73,97,12.971412295197974,79.15795121649388
2025-05-20 13:56:00,31.3,71.3,75.6,611,142,77,99,12.971739975808928,79.15765495208646
2025-05-20 13:57:00,30.9,49.4,63.0,555,148,76,96,12.972297756050455,79.15852045391486
2025-05-20 13:58:00,26.1,59.9,64.6,561,123,67,98,12.971517808735465,79.15837622522014
2025-05-20 13:59:00,29.4,56.2,51.9,514,139,72,97,12.971072028161004,79.15808608180397
2025-05-20 14:00:00,32.2,56.7,63.0,135,214,102,93,12.971454023148997,79.15820865131576
2025-05-20 14:01:00,32.7,67.0,84.7,888,70,73,97,12.97184703541424,79.15839604962717
2025-05-20 14:02:00,27.6,44.4,68.3,790,141,67,97,12.972761405852872,79.15790857192157
2025-05-20 14:03:00,28.7,41.2,80.0,558,109,84,99,12.971090367960809,79.15848643760134
2025-05-20 14:04:00,29.8,48.3,59.7,985,278,93,94,12.97130177609565,79.15891421149459
2025-05-20 14:05:00,26.8,49.7,76.8,861,121,70,99,12.97105548515986,79.15819066763581
2025-05-20 14:06:00,30.5,57.4,40.6,242,268,98,94,12.970700338186512,79.15807966879721
2025-05-20 14:07:00,28.9,67.5,70.3,425,76,79,98,12.971869019894692,79.15812788334767
2025-05-20 14:08:00,27.7,64.9,61.6,380,130,72,98,12.972089325320285,79.15704841165955
2025-05-20 14:09:00,29.9,56.0,63.3,269,204,100,93,12.971393093892742,79.15706232992467
2025-05-20 14:10:00,32.2,72.3,74.0,113,240,88,94,12.97120442208219,79.15748967952045
2025-05-20 14:11:00,36.5,52.9,64.4,804,299,98,93,12.97127556262142,79.15762766755041
2025-05-20 14:12:00,31.9,66.3,56.3,770,117,75,99,12.971572397690577,79.15818994414128
2025-05-20 14:13:00,27.1,64.8,56.0,133,107,81,98,12.972016631857297,79.15843081006935
2025-05-20 14:14:00,30.8,58.0,67.0,448,95,75,96,12.972162269162041,79.1572650942101
2025-05-20 14:15:00,30.1,58.0,62.1,457,257,86,94,12.970901806373107,79.15805300894426
2025-05-20 14:16:00,29.2,64.2,70.2,405,295,103,95,12.970867924075112,79.1585249097212
2025-05-20 14:17:00,29.0,44.6,78.1,1019,153,88,96,12.971360666398882,79.15782772870767
2025-05-20 14:18:00,25.5,72.7,56.9,850,79,79,96,12.971540250439793,79.15761855323098
2025-05-20 14:19:00,31.4,49.6,69.1,290,54,66,96,12.971884765315002,79.15829501672823
2025-05-20 14:20:00,34.8,56.6,50.1,288,109,83,97,12.97158729997256,79.15731909009044
2025-05-20 14:21:00,27.6,68.2,71.9,365,106,67,97,12.970794516143304,79.15852657092856
2025-05-20 14:22:00,29.3,51.1,68.4,830,140,82,96,12.971028806166078,79.15816807306868
2025-05-20 14:23:00,23.7,66.5,79.1,291,117,83,98,12.971415731624472,79.1588095054276
2025-05-20 14:24:00,27.4,55.2,65.8,386,254,103,93,12.97179880616814,79.1592444014162
2025-05-20 14:25:00,27.4,77.7,65.2,568,114,67,96,12.970997147280638,79.15773680210971
2025-05-20 14:26:00,31.0,58.9,63.0,118,54,74,96,12.971407260520586,79.1586568811908
2025-05-20 14:27:00,28.7,83.3,66.2,526,228,104,93,12.97139847066267,79.15839587810342
2025-05-20 14:28:00,26.0,67.2,64.3,137,142,69,96,12.972180397140825,79.15803963532538
2025-05-20 14:29:00,29.3,61.6,84.4,624,283,88,93,12.970961566307661,79.15866258828112
2025-05-20 14:30:00,33.1,63.8,60.8,621,184,89,97,12.9715553368489,79.15862605164004
2025-05-20 14:31:00,30.7,58.6,80.9,121,160,92,98,12.971040445366976,79.15728442672865
2025-05-20 14:32:00,25.7,73.3,68.7,1006,50,76,98,12.970979121463895,79.15770072267536
2025-05-20 14:33:00,31.5,59.0,64.3,400,187,92,99,12.971379475364182,79.15784078624827
2025-05-20 14:34:00,25.1,50.4,86.0,295,71,69,97,12.971699418690154,79.15704233981717
2025-05-20 14:35:00,30.4,62.9,76.2,673,101,67,96,12.971475474057279,79.15727976754668
2025-05-20 14:36:00,25.5,44.3,53.9,155,148,70,96,12.971312426744321,79.15849030532344
2025-05-20 14:37:00,30.4,53.0,55.4,443,128,67,96,12.971699726278953,79.15738615921063
2025-05-20 14:38:00,29.0,50.1,90.8,293,286,95,93,12.972190402862648,79.15740970806233
2025-05-20 14:39:00,32.7,52.1,72.9,384,115,73,99,12.971596696011805,79.15777066853028
2025-05-20 14:40:00,30.3,45.6,83.0,966,287,95,94,12.97112892729419,79.15826374119564
2025-05-20 14:41:00,28.3,66.2,52.7,420,55,82,98,12.972303380386448,79.15820905741049
2025-05-20 14:42:00,31.1,58.6,64.6,863,184,99,98,12.971224367901538,79.1579320837138
2025-05-20 14:43:00,28.1,62.8,71.4,161,220,87,94,12.971098521767571,79.15826022257521
2025-05-20 14:44:00,29.3,57.3,71.2,357,113,69,99,12.971262513348684,79.15833807038587
2025-05-20 14:45:00,30.1,49.9,58.4,814,147,82,99,12.970882132038744,79.15817388837584
2025-05-20 14:46:00,29.9,74.0,70.7,927,283,99,93,12.97145435969971,79.15730785213925
2025-05-20 14:47:00,29.2,59.9,69.5,344,145,80,99,12.971277439885613,79.1580503492196
2025-05-20 14:48:00,28.0,47.2,65.9,190,58,69,97,12.971172946188291,79.15854425220336
2025-05-20 14:49:00,29.6,56.9,62.6,629,86,77,96,12.971263530986226,79.15841395492023
2025-05-20 14:50:00,28.5,68.2,61.3,408,196,90,97,12.971874840504016,79.15730238683678
2025-05-20 14:51:00,27.3,65.5,76.4,357,93,82,98,12.97140521341227,79.15821054543147
2025-05-20 14:52:00,32.2,64.0,80.0,828,239,89,93,12.97250238564257,79.15832111554211
2025-05-20 14:53:00,31.0,58.2,65.3,644,285,93,95,12.971394600283348,79.1580455162837
2025-05-20 14:54:00,30.0,71.6,76.9,887,280,102,94,12.971653170906595,79.15784941871179
2025-05-20 14:55:00,28.7,70.9,78.8,588,61,75,99,12.971169573596445,79.15817670043766
2025-05-20 14:56:00,32.3,54.5,81.2,446,84,74,99,12.971668568125974,79.15856484597913
2025-05-20 14:57:00,34.3,73.0,74.7,576,144,79,98,12.971638524199173,79.1584454973033
2025-05-20 14:58:00,33.0,52.9,89.9,113,56,70,98,12.971748937036088,79.15735778246058
2025-05-20 14:59:00,31.1,83.2,56.1,794,128,67,96,12.971907575869762,79.15870336318255
2025-05-20 15:00:00,28.9,70.8,79.8,477,251,98,93,12.971921694638741,79.1579356065414
2025-05-20 15:01:00,29.2,69.6,66.1,841,183,90,96,12.971834734425347,79.15899915093868
2025-05-20 15:02:00,31.1,57.4,79.8,592,83,65,97,12.971446497348827,79.15908504118502
2025-05-20 15:03:00,31.0,49.6,75.2,329,81,65,97,12.972181285473221,79.15885872748328
2025-05-20 15:04:00,27.5,60.0,62.4,294,52,82,99,12.971861166958503,79.15706021469421
2025-05-20 15:05:00,28.5,47.8,65.2,257,151,104,98,12.971373121592226,79.15886339621197
2025-05-20 15:06:00,30.8,75.8,47.9,614,88,78,99,12.971284477524598,79.15756558539405
2025-05-20 15:07:00,27.0,62.0,66.1,423,121,73,96,12.97141577092569,79.15757919116021
2025-05-20 15:08:00,27.5,44.6,74.3,742,223,96,95,12.971375413125708,79.158813406395
2025-05-20 15:09:00,29.5,62.2,78.7,585,251,100,95,12.971666161817218,79.15751590668748
2025-05-20 15:10:00,29.0,51.9,55.1,253,132,80,97,12.971582504742596,79.15826291664845
2025-05-20 15:11:00,32.3,43.1,67.7,869,144,69,97,12.970694266138194,79.15731768630303
2025-05-20 15:12:00,32.9,55.3,86.2,773,116,71,97,12.971972528200913,79.15803999017194
2025-05-20 15:13:00,26.4,54.7,84.3,524,87,78,98,12.971556708368889,79.15705443581608
2025-05-20 15:14:00,28.2,52.1,83.4,168,59,71,96,12.971301069657965,79.15750535100467
2025-05-20 15:15:00,27.6,68.0,65.5,487,80,77,99,12.97193449038872,79.15755167728516
2025-05-20 15:16:00,29.0,62.9,86.4,663,91,72,97,12.972346338702536,79.15707823291491
2025-05-20 15:17:00,28.9,42.4,75.2,209,58,82,98,12.971290421090243,79.15754757580584
2025-05-20 15:18:00,26.0,87.6,62.1,346,274,104,94,12.971877578149664,79.15803288090562
2025-05-20 15:19:00,29.4,65.4,81.0,621,281,90,94,12.971019313589572,79.15908794922231
2025-05-20 15:20:00,28.4,63.1,64.4,587,284,96,93,12.970855034710942,79.15734072537742
2025-05-20 15:21:00,30.3,68.2,72.6,300,50,72,96,12.971839450110291,79.15874758621975
2025-05-20 15:22:00,29.2,75.5,69.5,683,86,72,99,12.970418956850638,79.15816245132547
2025-05-20 15:23:00,28.7,48.9,53.5,354,291,95,95,12.971030774064392,79.15811923880898
2025-05-20 15:24:00,31.3,90.3,59.3,125,194,91,96,12.97202421385975,79.15792872069333
2025-05-20 15:25:00,31.0,55.8,57.6,988,96,81,96,12.971299200788312,79.15814558225497
2025-05-20 15:26:00,30.0,46.9,74.6,168,243,102,94,12.972441809217653,79.15754525404964
2025-05-20 15:27:00,31.0,67.1,66.4,315,99,67,96,12.972757285983532,79.15736281584485
2025-05-20 15:28:00,30.9,60.8,70.4,671,241,97,95,12.97213463386884,79.15787283544152
2025-05-20 15:29:00,27.5,56.2,60.4,169,121,66,97,12.971699282778555,79.15817512845071
2025-05-20 15:30:00,26.5,40.0,78.7,933,101,80,99,12.972634899821063,79.15918548297024
2025-05-20 15:31:00,32.5,64.6,66.7,563,147,76,98,12.971786451666308,79.15856280029779
2025-05-20 15:32:00,25.7,63.4,73.4,637,255,96,93,12.971850663128116,79.15875526419818
2025-05-20 15:33:00,25.0,69.7,79.5,909,191,97,97,12.97217624299407,79.15807122026364
2025-05-20 15:34:00,29.9,55.0,62.6,623,66,80,97,12.97156100723114,79.15762705780735
2025-05-20 15:35:00,32.0,57.8,80.7,813,74,82,99,12.971401834088912,79.15835010574396
2025-05-20 15:36:00,29.9,46.7,74.8,563,224,90,95,12.971934508550822,79.15777937221041
2025-05-20 15:37:00,29.8,58.9,77.3,204,86,68,99,12.971977872272427,79.15809225882644
2025-05-20 15:38:00,34.3,37.1,60.5,952,69,82,98,12.971271309200704,79.15823733326272
2025-05-20 15:39:00,30.3,74.0,60.1,742,92,76,96,12.971670858059703,79.15834854504335
2025-05-20 15:40:00,30.3,65.9,58.7,852,204,103,93,12.972249316964538,79.15841582993716
2025-05-20 15:41:00,27.4,54.2,64.6,889,280,91,93,12.971077547646182,79.15804820931552
2025-05-20 15:42:00,27.6,69.7,68.6,917,130,72,96,12.972017170088701,79.15797835845103
2025-05-20 15:43:00,31.6,72.7,74.7,426,196,96,98,12.9713057176233,79.15794921138797
2025-05-20 15:44:00,22.5,71.8,84.2,407,243,92,94,12.971775018380171,79.15738400531714
2025-05-20 15:45:00,30.9,67.0,74.2,365,178,104,96,12.971770070275495,79.15821499679183
2025-05-20 15:46:00,27.5,71.2,71.4,756,65,78,99,12.971069550141198,79.15925833312902
2025-05-20 15:47:00,29.5,52.2,66.7,135,168,98,96,12.9720463315199,79.1585426856611
2025-05-20 15:48:00,30.5,59.7,66.4,519,102,65,97,12.971379592855545,79.15764902464365
2025-05-20 15:49:00,32.6,56.0,79.1,147,67,69,99,12.972045046717717,79.15724363312292
2025-05-20 15:50:00,30.4,69.9,59.9,250,149,78,99,12.971915041308355,79.15741019232073
2025-05-20 15:51:00,25.5,48.1,63.9,775,142,65,99,12.970433016290468,79.15834917871888
2025-05-20 15:52:00,33.6,73.2,51.4,498,126,73,97,12.971811908654146,79.15807328307068
2025-05-20 15:53:00,29.6,62.0,71.6,169,75,76,96,12.970861126492267,79.15870017395234
2025-05-20 15:54:00,31.5,51.0,82.8,826,210,95,94,12.971619789152344,79.15796723787496
2025-05-20 15:55:00,30.1,59.4,72.0,914,170,89,96,12.971431244896971,79.15806129917577
2025-05-20 15:56:00,28.8,69.6,70.3,501,94,78,97,12.971808651346965,79.15864552652418
2025-05-20 15:57:00,31.3,59.8,63.0,383,124,68,98,12.971719545527106,79.1583161216889
2025-05-20 15:58:00,27.6,48.9,70.4,632,260,103,94,12.971679500233831,79.15793550426672
2025-05-20 15:59:00,32.1,54.1,46.0,843,262,98,93,12.971783769598314,79.15786751757497
2025-05-20 16:00:00,26.1,59.3,50.1,590,65,70,98,12.971631524066071,79.15806522159849
2025-05-20 16:01:00,32.9,43.9,78.7,985,107,79,99,12.971519183843428,79.15761397852346
2025-05-20 16:02:00,29.9,68.0,65.6,829,146,78,96,12.971531917059183,79.15793629802775
2025-05-20 16:03:00,27.8,59.1,78.5,329,267,104,95,12.970641800004321,79.15707195340904
2025-05-20 16:04:00,27.1,68.6,64.9,222,122,66,99,12.97187094793597,79.15775166513693
2025-05-20 16:05:00,27.7,60.6,69.7,997,54,74,98,12.970462532328469,79.15835138684402
2025-05-20 16:06:00,29.9,68.2,63.3,473,104,76,97,12.971846749368817,79.15752860931778
2025-05-20 16:07:00,29.3,48.3,77.3,325,65,77,98,12.972173080665208,79.15768768617252
2025-05-20 16:08:00,34.0,56.6,67.9,1013,100,72,98,12.972047353233476,79.157450684833
2025-05-20 16:09:00,27.5,74.1,73.4,230,149,71,97,12.971269990937154,79.15813426787808
2025-05-20 16:10:00,30.9,43.7,69.3,659,170,99,98,12.97182669470507,79.15788137538134
2025-05-20 16:11:00,25.8,51.6,60.1,558,247,98,93,12.972333705205727,79.15767514644507
2025-05-20 16:12:00,33.3,58.6,69.2,246,75,75,96,12.972177006648032,79.1586584061371
2025-05-20 16:13:00,34.3,75.6,70.1,233,112,82,96,12.972297344234,79.15882681180462
2025-05-20 16:14:00,26.0,67.5,63.1,273,172,95,98,12.97205429591292,79.15820586741549
2025-05-20 16:15:00,26.8,63.7,85.3,822,149,67,98,12.971499731826725,79.15791739985576
2025-05-20 16:16:00,28.0,61.1,84.3,700,130,69,96,12.97168672554646,79.15809695166313
2025-05-20 16:17:00,33.2,70.7,76.5,108,289,85,94,12.971598285343923,79.15758342216999
2025-05-20 16:18:00,28.3,64.2,68.6,387,234,95,93,12.972340604419593,79.15771513648232
2025-05-20 16:19:00,32.0,56.0,85.4,318,68,83,99,12.97241734978516,79.15799742723416
2025-05-20 16:20:00,27.3,76.6,62.1,331,68,69,96,12.97173639851036,79.15822960427194
2025-05-20 16:21:00,30.1,62.1,83.2,256,75,77,99,12.972016836828974,79.15910777235649
2025-05-20 16:22:00,33.5,53.3,73.6,670,59,72,96,12.971989801585208,79.1582905284566
2025-05-20 16:23:00,29.7,41.4,58.1,830,136,66,96,12.971730018567492,79.15804315105214
2025-05-20 16:24:00,31.3,52.5,84.1,763,214,95,94,12.971532895661031,79.15768946680816
2025-05-20 16:25:00,33.8,59.2,86.4,798,71,73,96,12.971526126234517,79.15785580340153
2025-05-20 16:26:00,28.8,55.0,77.3,331,75,65,96,12.97130778438601,79.15812693690349
2025-05-20 16:27:00,30.1,46.6,92.2,183,210,88,94,12.971235524330428,79.15802532657861
2025-05-20 16:28:00,29.6,49.6,81.5,634,239,98,93,12.971299498197236,79.15826434797812
2025-05-20 16:29:00,32.3,41.4,73.3,896,109,76,99,12.971778020302338,79.15833921146891
2025-05-20 16:30:00,31.5,71.4,76.2,712,136,65,97,12.971661437989598,79.15757290185174
2025-05-20 16:31:00,29.4,74.0,76.7,174,196,104,97,12.971603889815563,79.15764880658682
2025-05-20 16:32:00,31.1,54.0,62.7,716,83,79,99,12.971450905167286,79.15825259336579
2025-05-20 16:33:00,30.1,61.5,66.7,843,150,65,96,12.971523183070357,79.15811026021629
2025-05-20 16:34:00,30.1,50.2,68.6,804,203,103,93,12.971766715362882,79.15763783190302
2025-05-20 16:35:00,28.5,66.2,68.2,965,95,82,97,12.971022875128652,79.15780693668566
2025-05-20 16:36:00,33.0,61.8,73.6,394,130,82,97,12.971490818302565,79.15804115895232
2025-05-20 16:37:00,27.0,57.3,68.6,537,85,78,98,12.97152421498538,79.15785054499136
2025-05-20 16:38:00,29.8,47.7,67.9,1012,112,71,97,12.972238304215876,79.15799768847477
2025-05-20 16:39:00,29.7,50.0,78.7,499,272,97,94,12.971226993132868,79.15798808192854
2025-05-20 16:40:00,31.0,81.8,69.4,959,133,68,96,12.97142746091012,79.15795561382072
2025-05-20 16:41:00,28.5,47.3,75.1,662,265,92,95,12.971800723705,79.1581146614683
2025-05-20 16:42:00,28.4,71.6,76.7,533,94,82,97,12.971269983900234,79.1578735377281
2025-05-20 16:43:00,32.1,63.4,64.1,449,180,103,96,12.972375810260774,79.15744414252349
2025-05-20 16:44:00,27.0,57.8,66.7,354,95,82,98,12.972727634890285,79.15834305279394
2025-05-20 16:45:00,29.3,49.6,63.7,1006,167,92,99,12.971365758750506,79.15752281315677
2025-05-20 16:46:00,30.4,68.0,78.9,601,285,104,95,12.971340887069966,79.15862230391143
2025-05-20 16:47:00,33.3,58.4,79.1,954,79,74,96,12.970942455646291,79.15795486215916
2025-05-20 16:48:00,34.3,38.8,65.0,488,56,76,99,12.971521535377844,79.15746242747439
2025-05-20 16:49:00,32.7,78.3,53.9,714,134,76,97,12.971531182237456,79.15790161281325
2025-05-20 16:50:00,29.2,48.6,68.0,226,200,92,97,12.971099868490946,79.15850108456485
2025-05-20 16:51:00,32.9,37.6,77.6,901,134,82,98,12.970703628968648,79.15821237074906
2025-05-20 16:52:00,27.0,82.8,63.2,161,111,69,96,12.97135227479167,79.15830245307535
2025-05-20 16:53:00,28.0,63.0,73.5,461,224,86,93,12.971775529542589,79.15885848109626
2025-05-20 16:54:00,34.0,55.8,65.6,725,68,83,97,12.971807196567768,79.15807249932872
2025-05-20 16:55:00,29.8,39.4,72.3,946,85,73,97,12.970766011948717,79.15784365429671
2025-05-20 16:56:00,27.8,79.7,61.9,477,82,81,98,12.97217034139705,79.15754511205728
2025-05-20 16:57:00,32.3,60.9,67.4,108,209,89,94,12.972001617624539,79.15764032743785
2025-05-20 16:58:00,33.0,45.9,85.6,739,97,71,99,12.97174216266335,79.15877082108483
2025-05-20 16:59:00,27.6,55.2,77.6,669,205,98,95,12.971363122923783,79.15723363846934
2025-05-20 17:00:00,31.0,67.6,69.3,999,110,84,98,12.972761674466797,79.1578799909209
2025-05-20 17:01:00,33.1,69.3,65.7,210,72,78,99,12.971832973128345,79.15763594034057
2025-05-20 17:02:00,32.8,63.4,89.9,927,86,82,96,12.971090007765522,79.15835448029554
2025-05-20 17:03:00,30.0,53.0,62.9,977,126,83,96,12.971026505681625,79.15825242864004
2025-05-20 17:04:00,29.3,71.2,76.1,342,224,90,95,12.970559533358808,79.158422777491
2025-05-20 17:05:00,35.6,64.4,74.4,722,111,68,98,12.971345915692169,79.15796468664344
2025-05-20 17:06:00,34.8,60.6,60.0,736,119,75,98,12.971479666706857,79.15791862865719
2025-05-20 17:07:00,29.2,52.5,74.3,981,129,78,96,12.971964401038276,79.15769813697963
2025-05-20 17:08:00,28.1,67.5,66.3,359,95,79,97,12.97159587745819,79.1576702492649
2025-05-20 17:09:00,29.2,67.2,72.7,819,299,100,95,12.971912298739749,79.15826530601227
2025-05-20 17:10:00,30.5,55.9,78.6,570,130,71,99,12.971849704651573,79.15799411168581
2025-05-20 17:11:00,29.0,56.6,73.5,130,128,79,96,12.971359927211733,79.15838415312724
2025-05-20 17:12:00,30.6,65.8,82.2,1021,258,87,93,12.971340184474208,79.15800652848571
2025-05-20 17:13:00,25.5,32.8,70.3,660,75,72,99,12.97162399954162,79.1579279104578
2025-05-20 17:14:00,30.8,63.6,70.5,699,118,75,98,12.972154917027453,79.15780022698893
2025-05-20 17:15:00,31.0,63.9,64.4,337,271,91,95,12.971299035662604,79.158593598636
2025-05-20 17:16:00,31.1,52.8,78.6,1022,53,80,96,12.972281784209784,79.15836971318083
2025-05-20 17:17:00,27.1,74.3,72.5,428,144,75,99,12.97191724026333,79.15856255699732
2025-05-20 17:18:00,23.7,55.7,71.9,912,213,92,95,12.97219120419349,79.15733578909585
2025-05-20 17:19:00,31.1,50.4,70.1,155,89,65,97,12.972362240156102,79.1577063992155
2025-05-20 17:20:00,33.8,64.7,65.7,358,58,75,97,12.971951524199675,79.15848810703649
2025-05-20 17:21:00,32.4,66.6,70.8,856,106,66,98,12.972955516974885,79.15770409328591
2025-05-20 17:22:00,27.6,63.3,76.1,765,159,94,97,12.971871707124892,79.15757856478716
2025-05-20 17:23:00,26.5,49.5,69.5,546,146,66,96,12.971302694169042,79.15919543478066
2025-05-20 17:24:00,29.6,67.0,64.8,337,104,78,96,12.970985388137992,79.15873244039511
2025-05-20 17:25:00,29.9,60.2,76.8,330,138,77,98,12.971457020985548,79.15745546608078
2025-05-20 17:26:00,32.4,64.1,61.5,286,134,75,97,12.970258445504511,79.15760849620143
2025-05-20 17:27:00,27.9,68.3,79.1,641,244,95,93,12.971530899092418,79.15740989939671
2025-05-20 17:28:00,28.5,58.7,53.2,774,134,65,97,12.972231040243006,79.15825811735266
2025-05-20 17:29:00,27.7,41.3,61.8,341,151,92,97,12.971270175376851,79.15731002890382
2025-05-20 17:30:00,25.8,75.5,75.8,780,59,74,99,12.971300539525936,79.15726792422906
2025-05-20 17:31:00,32.5,59.2,75.2,639,151,85,99,12.972380682523111,79.1584472119323
2025-05-20 17:32:00,29.9,40.5,51.8,475,217,89,95,12.971966299144189,79.15817979716174
2025-05-20 17:33:00,31.0,51.0,70.0,916,125,77,98,12.97152250225593,79.1573376593125
2025-05-20 17:34:00,26.3,60.3,77.4,775,77,81,98,12.971991661678,79.15909810379016
2025-05-20 17:35:00,32.0,65.5,72.4,146,121,78,98,12.971476340569259,79.15834511724351
2025-05-20 17:36:00,29.3,58.5,63.1,461,67,77,98,12.971651510513698,79.15821424160379
2025-05-20 17:37:00,25.2,59.9,64.3,515,145,68,96,12.971169547190057,79.15801643724433
2025-05-20 17:38:00,30.6,67.7,58.0,288,98,74,98,12.971948250341885,79.15794321282783
2025-05-20 17:39:00,32.6,47.2,74.9,129,107,70,96,12.972908828987611,79.15809498013803
2025-05-20 17:40:00,32.1,56.8,66.1,667,62,83,97,12.972633314789954,79.1580413460099
2025-05-20 17:41:00,31.6,77.9,78.5,223,229,102,95,12.970890254685717,79.15782002438094
2025-05-20 17:42:00,32.6,62.7,68.2,426,80,71,96,12.971821182179216,79.15880025736102
2025-05-20 17:43:00,31.0,57.6,67.6,135,159,85,98,12.971507583827652,79.15757020761015
2025-05-20 17:44:00,30.2,68.1,79.0,526,51,77,98,12.971433141742734,79.15790553719472
2025-05-20 17:45:00,28.6,57.7,74.1,132,121,83,97,12.972163577806175,79.15725609637593
2025-05-20 17:46:00,26.5,54.9,87.3,392,52,72,98,12.97114190056806,79.15791872718016
2025-05-20 17:47:00,29.7,52.4,70.3,607,120,82,96,12.971120942582784,79.1586244195012
2025-05-20 17:48:00,27.7,62.9,85.8,250,225,89,95,12.97102806112628,79.15796132638262
2025-05-20 17:49:00,31.0,57.5,69.9,516,63,70,96,12.97140836372416,79.15776031786208
2025-05-20 17:50:00,30.6,45.6,67.6,604,138,74,98,12.971575064178651,79.1579742245057
2025-05-20 17:51:00,28.1,61.1,84.7,721,130,73,98,12.972639999358002,79.15814947462026
2025-05-20 17:52:00,26.9,53.5,76.1,216,91,67,97,12.97191387757448,79.15821365505663
2025-05-20 17:53:00,27.1,70.2,67.0,730,148,83,97,12.972140745662552,79.15902164062548
2025-05-20 17:54:00,32.9,65.8,61.4,671,131,69,98,12.970930337336332,79.15809419175804
2025-05-20 17:55:00,31.6,65.2,71.2,636,148,81,96,12.970976336723535,79.15686485772531
2025-05-20 17:56:00,29.3,60.5,57.3,493,65,74,99,12.97227244844155,79.15780333163627
2025-05-20 17:57:00,31.1,56.3,64.6,181,60,65,98,12.971271641455315,79.15797382101357
2025-05-20 17:58:00,26.5,58.2,76.9,197,56,78,99,12.97164255419469,79.15753435078307
2025-05-20 17:59:00,28.1,55.8,77.5,355,92,77,98,12.971642695451866,79.15835265508524
2025-05-20 18:00:00,31.2,75.9,78.0,495,143,76,96,12.971789968502794,79.15784862091012
2025-05-20 18:01:00,29.8,52.6,70.0,316,204,99,94,12.972217894421833,79.15798330079573
2025-05-20 18:02:00,28.6,61.7,64.4,118,103,80,97,12.97129374162771,79.15831957570676
2025-05-20 18:03:00,31.5,53.7,80.4,485,255,93,94,12.972095883354212,79.15804882074414
2025-05-20 18:04:00,34.6,61.1,80.9,909,292,100,94,12.971897574669274,79.15812624320304
2025-05-20 18:05:00,33.9,65.3,70.3,1000,89,66,97,12.971403841669185,79.15771413241778
2025-05-20 18:06:00,33.3,66.7,66.3,984,136,73,97,12.971833750890372,79.15840699338321
2025-05-20 18:07:00,31.4,79.2,63.5,268,97,70,96,12.971964118498562,79.1581608676713
2025-05-20 18:08:00,31.1,72.6,68.0,647,74,77,99,12.971896498990427,79.15744188716855
2025-05-20 18:09:00,32.1,68.1,80.5,905,148,67,99,12.971620264739459,79.15782026254713
2025-05-20 18:10:00,29.8,66.5,72.1,495,146,75,98,12.972236972184248,79.15767305315283
2025-05-20 18:11:00,32.1,43.3,81.2,120,150,84,99,12.971629253975514,79.1574631966473
2025-05-20 18:12:00,26.5,63.8,64.8,562,177,103,98,12.971102677694997,79.15784418057538
2025-05-20 18:13:00,30.2,48.9,71.1,456,138,71,98,12.972013916963352,79.15779460348224
2025-05-20 18:14:00,28.5,67.3,80.5,815,59,65,97,12.971168751463408,79.1580080500845
2025-05-20 18:15:00,26.8,36.5,68.7,478,61,75,96,12.971077548526496,79.15837450612067
2025-05-20 18:16:00,29.8,57.8,90.0,304,89,72,96,12.970972465702276,79.15753028911506
2025-05-20 18:17:00,31.5,57.7,84.6,155,69,71,98,12.971370328518894,79.15739964972659
2025-05-20 18:18:00,29.7,65.2,67.9,705,174,87,96,12.971938417451662,79.15804532874354
2025-05-20 18:19:00,32.1,75.0,67.3,853,205,86,94,12.97183941422959,79.157445192685
2025-05-20 18:20:00,34.3,61.4,69.1,315,101,82,96,12.970834968300029,79.1579516018938
2025-05-20 18:21:00,31.5,40.1,62.5,451,108,74,98,12.972211193911598,79.15787262795686
2025-05-20 18:22:00,33.7,59.1,67.3,790,60,75,98,12.97137168946805,79.15789811172063
2025-05-20 18:23:00,26.4,71.6,59.5,189,209,104,95,12.971188989314397,79.1586762231893
2025-05-20 18:24:00,34.2,56.5,64.1,582,267,101,94,12.971226692413412,79.15838835816155
2025-05-20 18:25:00,29.3,57.1,81.3,845,170,89,98,12.971276576677262,79.15663445072839
